id,name,description,res_id,type,cd,max_stack,stackable,weight,sell_price,stall_price_lower_limit,stall_price_upper_limit,quality,is_visible
10413108,drifting crystal shard,Crystal fragments that float underwater. This is a material necessary for smelting.,10406509.0,Smelting Material,0.0,999.0,,,60.0,120.0,360.0,,1
10413109,thief bug tooth,The tooth of a Thief Bug. This is a material necessary for smelting.,10406584.0,Smelting Material,0.0,999.0,,,60.0,120.0,360.0,,1
10413110,chonchon shell,The outer shell of a Chonchon. This is a material necessary for smelting.,10406803.0,Smelting Material,0.0,999.0,,,60.0,120.0,360.0,,1
10413111,thin pelt,A pelt that feels rather thin. This is a material necessary for smelting.,10406849.0,Smelting Material,0.0,999.0,,,120.0,240.0,720.0,,1
10413112,fiber,The fiber of a plant. This is a material necessary for smelting.,10406857.0,Smelting Material,0.0,999.0,,,120.0,240.0,720.0,,1
10413113,decayed nail,A decayed nail that is very brittle. This is a material necessary for smelting.,10406864.0,Smelting Material,0.0,999.0,,,120.0,240.0,720.0,,1
10413114,ant tooth,The sharp mandible of an ant. This is a material necessary for smelting.,10406581.0,Smelting Material,0.0,999.0,,,120.0,240.0,720.0,,1
10413115,tough shell,A hard shell that looks tough. This is a material necessary for smelting.,10406805.0,Smelting Material,0.0,999.0,,,120.0,240.0,720.0,,1
10413116,hard mandible,A strong mandible. This is a material necessary for smelting.,10406829.0,Smelting Material,0.0,999.0,,,120.0,240.0,720.0,,1
10413117,lizard tooth,The tooth of a lizard. This is a material necessary for smelting.,10406818.0,Smelting Material,0.0,999.0,,,180.0,360.0,1080.0,,1
10413118,hardwood,"Hard, solid wood. This is a material necessary for smelting.",10406848.0,Smelting Material,0.0,999.0,,,180.0,360.0,1080.0,,1
10413119,intact hide,A full-size pelt that is pleasing to the eye. This is a material necessary for smelting.,10406505.0,Smelting Material,0.0,999.0,,,180.0,360.0,1080.0,,1
10413120,outdoor cooking pack,Outdoor cooking pack. Use it to obtain 20 Outdoor Cooking Kits.,10204084.0,Life Job Material,0.0,999.0,,,40.0,,,,1
10413121,purple medicine kit,A kit containing Purple Potions. Use it to obtain 100 Purple Potions.,10204072.0,Uncategorized,0.0,999.0,,,40.0,1700.0,5100.0,,1
10413122,pvp purple medicine kit,A kit containing Purple Potions (PVP). Use it to obtain 100 Purple Potions (PVP).,10204071.0,Uncategorized,0.0,999.0,,,40.0,1700.0,5100.0,,1
10413123,rusty nail,"A long, rusty nail that is surprisingly sharp.\nFishing bait. Used for fishing in Orc Dungeon.",10413103.0,Uncategorized,0.0,999.0,,,1800.0,3600.0,10800.0,,1
10413124,butterfly wing powder,The powder from butterfly wings. Can be used by merchants to craft relevant items.,10406879.0,Crafting Material,0.0,999.0,,,150.0,300.0,900.0,,1
10413125,broken pickaxe,A broken mattock that might be usable after some repairs. Can be used by merchants to craft relevant items.,10803028.0,Crafting Material,0.0,999.0,,,150.0,300.0,900.0,,1
10413126,crude trap,A poorly-made trap that may not work. Can be used by merchants to craft relevant items.,10803031.0,Crafting Material,0.0,999.0,,,150.0,300.0,900.0,,1
10413127,hammer,An ordinary hammer. Can be used by merchants to craft relevant items.,10413042.0,Crafting Material,0.0,999.0,,,150.0,300.0,900.0,,1
10413128,morning dew of yggdrasil,The dew of Yggdrasil. Can be used by merchants to craft relevant items.,10413056.0,Crafting Material,0.0,999.0,,,150.0,300.0,900.0,,1
10413129,broken violin strings,A broken violin string that is no longer usable.,10406585.0,Misc Material,0.0,999.0,,,60.0,120.0,360.0,,1
10413130,test tube,A clean test tube. Can be used by merchants to craft relevant items.,10413064.0,Crafting Material,0.0,999.0,,,150.0,300.0,900.0,,1
10413131,silica sand,Sand and gravel from the sea. Can be used by merchants to craft relevant items.,10413062.0,Crafting Material,0.0,999.0,,,150.0,300.0,900.0,,1
10413132,whetstone,A whetstone used for polishing. Can be used by merchants to craft relevant items.,10413034.0,Crafting Material,0.0,999.0,,,150.0,300.0,900.0,,1
10413133,chonchon eye,The compound eye of a Chonchon. This is an item for COC Missions.,10406813.0,Misc Material,0.0,999.0,,,60.0,120.0,360.0,,1
10413134,bat ear,The ear of a bat. This is an item for COC Missions.,10406576.0,Misc Material,0.0,999.0,,,60.0,120.0,360.0,,1
10413135,thin feelers,Thin insect feelers. This is an item for COC Missions.,10406891.0,Misc Material,0.0,999.0,,,60.0,120.0,360.0,,1
10413136,horn,A tough horn. This is an item for COC Missions.,10406897.0,Misc Material,0.0,999.0,,,120.0,240.0,720.0,,1
10413137,tattered scarf,A tattered bandana that can't be used any more. This is an item for COC Missions.,10406885.0,Misc Material,0.0,999.0,,,120.0,240.0,720.0,,1
10413138,bear claw,"The sharp, strong claw of a bear. This is an item for COC Missions.",10406590.0,Misc Material,0.0,999.0,,,120.0,240.0,720.0,,1
10413139,broken bone,A piece of broken bone. You have no idea what it's used for. This is an item for COC Missions.,10403017.0,Misc Material,0.0,999.0,,,120.0,240.0,720.0,,1
10413140,cracked shell,A cracked outer shell. This is an item for COC Missions.,10406883.0,Misc Material,0.0,999.0,,,120.0,240.0,720.0,,1
10413141,molt,The skin shed by an insect. This is an item for COC Missions.,10406884.0,Misc Material,0.0,999.0,,,180.0,360.0,1080.0,,1
10413142,fish tooth,One of the many tiny teeth of a fish. This is an item for COC Missions.,10406579.0,Misc Material,0.0,999.0,,,180.0,360.0,1080.0,,1
10413143,isis tail,The tail of an Isis. This is an item for COC Missions.,10406833.0,Misc Material,0.0,999.0,,,180.0,360.0,1080.0,,1
10413144,stone,An unwanted stone. This is an item for COC Missions.,10406840.0,Misc Material,0.0,999.0,,,180.0,360.0,1080.0,,1
10413145,messy fur,Messy animal fur. This is an item for COC Missions.,10406842.0,Misc Material,0.0,999.0,,,180.0,360.0,1080.0,,1
10413146,tablet fragment,Stone fragments that fell from an old tablet. This is an item for COC Missions.,10406872.0,Misc Material,0.0,999.0,,,180.0,360.0,1080.0,,1
10413147,orc's fang,The canine tooth of an Orc. This is an item for COC Missions.,10406568.0,Misc Material,0.0,999.0,,,180.0,360.0,1080.0,,1
10413148,goblin claw,The nail of a Goblin. This is an item for COC Missions.,10406825.0,Misc Material,0.0,999.0,,,180.0,360.0,1080.0,,1
10413149,handle,The handle of a weapon. The metal portion on the tip is gone. This is an item for COC Missions.,10406797.0,Misc Material,0.0,999.0,,,240.0,480.0,1440.0,,1
10413150,goblin ear,The pointy ear of a Goblin. This is an item for COC Missions.,10413098.0,Misc Material,0.0,999.0,,,240.0,480.0,1440.0,,1
10413151,bone,Skeletal remains of the dead. This is an item for COC Missions.,10406593.0,Misc Material,0.0,999.0,,,240.0,480.0,1440.0,,1
10413152,dragon teardrop,The tear of a dragon. This is an item for COC Missions.,10406516.0,Misc Material,0.0,999.0,,,240.0,480.0,1440.0,,1
10413153,ruined armor,A worn-out piece of armor. This is an item for COC Missions.,10406786.0,Misc Material,0.0,999.0,,,240.0,480.0,1440.0,,1
10413154,torn page,A torn piece of paper. The text on it is no longer legible. This is an item for COC Missions.,10404001.0,Misc Material,0.0,999.0,,,240.0,480.0,1440.0,,1
10413155,kobold ear,The ear of a Kobold. This is an item for COC Missions.,10406808.0,Misc Material,0.0,999.0,,,240.0,480.0,1440.0,,1
10413156,stained cloth,A stained piece of cloth. This is an item for COC Missions.,10413050.0,Misc Material,0.0,999.0,,,240.0,480.0,1440.0,,1
10413157,alloy sheet metal,A metal piece used in Goblin technology.,10406816.0,Smelting Material,0.0,999.0,,,240.0,480.0,1440.0,,1
10413158,coagulated egg,Solidified egg liquid that seems to be rather hard.\nFishing bait. Used for fishing in Labyrinth Forest.,10406826.0,Uncategorized,0.0,999.0,,,1200.0,2400.0,7200.0,,1
10413159,dokebi tooth,The tooth of a Dokebi.\nFishing bait. Used for fishing in the Underwater Cave.,10406799.0,Uncategorized,0.0,999.0,,,1350.0,2700.0,8100.0,,1
10413160,golden bug wings,A wing obtained from the Golden Thief Bug. Can be used to craft equipment.,10406787.0,Crafting Material,0.0,999.0,,,1500.0,,,,1
10413161,golden bug blood,Blood obtained from the Golden Thief Bug. Can be used to craft equipment.,10406867.0,Crafting Material,0.0,999.0,,,1500.0,,,,1
10413162,golden bug horn,A horn obtained from the Golden Thief Bug. Can be used to craft equipment.,10406891.0,Crafting Material,0.0,999.0,,,1500.0,,,,1
10413163,golden bug thorn,A stinger obtained from the Golden Thief Bug. Can be used to craft equipment.,10406786.0,Crafting Material,0.0,999.0,,,1500.0,,,,1
10413164,golden bug carapace,A carapace obtained from the Golden Thief Bug. Can be used to craft equipment.,10406851.0,Crafting Material,0.0,999.0,,,1500.0,,,,1
10413165,golden bug ashes,Ash obtained from the Golden Thief Bug. Can be used to craft equipment.,10406880.0,Crafting Material,0.0,999.0,,,1500.0,,,,1
10413166,corsair's broken tooth,A broken tooth obtained from the Corsair. Can be used to craft equipment.,10406861.0,Crafting Material,0.0,999.0,,,1500.0,,,,1
10413167,corsair's peg leg,A pegleg obtained from the Corsair. Can be used to craft equipment.,10406797.0,Crafting Material,0.0,999.0,,,1500.0,,,,1
10413168,corsair's pipe,A pipe obtained from the Corsair. Can be used to craft equipment.,10413040.0,Crafting Material,0.0,999.0,,,1500.0,,,,1
10413169,corsair's chain hook,A chain hook obtained from the Corsair. Can be used to craft equipment.,10406893.0,Crafting Material,0.0,999.0,,,1500.0,,,,1
10413170,corsair's bone,A bone obtained from the Corsair. Can be used to craft equipment.,10403017.0,Crafting Material,0.0,999.0,,,1500.0,,,,1
10413171,corsair's crow feather,A crow feather obtained from the Corsair. Can be used to craft equipment.,10406834.0,Crafting Material,0.0,999.0,,,1500.0,,,,1
10413172,osiris' bone,A bone obtained from Osiris. Can be used to craft equipment.,10403017.0,Crafting Material,0.0,999.0,,,1500.0,,,,1
10413173,osiris' heart,A heart obtained from Osiris. Can be used to craft equipment.,10406795.0,Crafting Material,0.0,999.0,,,1500.0,,,,1
10413174,osiris' core,A core obtained from Osiris. Can be used to craft equipment.,10406517.0,Crafting Material,0.0,999.0,,,1500.0,,,,1
10413175,osiris' curse,A curse obtained from Osiris. Can be used to craft equipment.,10406515.0,Crafting Material,0.0,999.0,,,1500.0,,,,1
10413176,osiris' bandage,A bandage obtained from Osiris. Can be used to craft equipment.,10406885.0,Crafting Material,0.0,999.0,,,1500.0,,,,1
10413177,osiris' pearl,A pearl obtained from Osiris. Can be used to craft equipment.,10406508.0,Crafting Material,0.0,999.0,,,1500.0,,,,1
10413178,strouf's whirlpool,A whirlpool obtained from Strouf. Can be used to craft equipment.,10403014.0,Crafting Material,0.0,999.0,,,1500.0,,,,1
10413179,strouf's fury,Fury obtained from Strouf. Can be used to craft equipment.,10406563.0,Crafting Material,0.0,999.0,,,1500.0,,,,1
10413180,strouf's beard,A beard obtained from Strouf. Can be used to craft equipment.,10406899.0,Crafting Material,0.0,999.0,,,1500.0,,,,1
10413181,strouf's broken halberd,A broken halberd obtained from Strouf. Can be used to craft equipment.,10406789.0,Crafting Material,0.0,999.0,,,1500.0,,,,1
10413182,strouf's fin,A fin obtained from Strouf. Can be used to craft equipment.,10406843.0,Crafting Material,0.0,999.0,,,1500.0,,,,1
10413183,strouf's crystal core,A crystal core obtained from Strouf. Can be used to craft equipment.,10406509.0,Crafting Material,0.0,999.0,,,1500.0,,,,1
10413184,moonlight flower's tooth,A tooth obtained from Moonlight Flower. Can be used to craft equipment.,10406581.0,Crafting Material,0.0,999.0,,,1500.0,,,,1
10413185,moonlight flower's heart,A heart obtained from Moonlight Flower. Can be used to craft equipment.,10406564.0,Crafting Material,0.0,999.0,,,1500.0,,,,1
10413186,moonlight flower's tail,A tail obtained from Moonlight Flower. Can be used to craft equipment.,10406887.0,Crafting Material,0.0,999.0,,,1500.0,,,,1
10413187,moonlight flower's bell,A bell obtained from Moonlight Flower. Can be used to craft equipment.,10201008.0,Crafting Material,0.0,999.0,,,1500.0,,,,1
10413188,moonlight flower's gloves,Gloves obtained from Moonlight Flower. Can be used to craft equipment.,10407017.0,Crafting Material,0.0,999.0,,,1500.0,,,,1
10413189,moonlight flower's claw,A claw obtained from Moonlight Flower. Can be used to craft equipment.,10406823.0,Crafting Material,0.0,999.0,,,1500.0,,,,1
10413190,dracula's glass,A glass obtained from Dracula. Can be used to craft equipment.,10407024.0,Crafting Material,0.0,999.0,,,1500.0,,,,1
10413191,dracula's dark flame,Dark flame obtained from Dracula. Can be used to craft equipment.,10406563.0,Crafting Material,0.0,999.0,,,1500.0,,,,1
10413192,dracula's heart,A heart obtained from Dracula. Can be used to craft equipment.,10406838.0,Crafting Material,0.0,999.0,,,1500.0,,,,1
10413193,dracula's fang,A fang obtained from Dracula. Can be used to craft equipment.,10406584.0,Crafting Material,0.0,999.0,,,1500.0,,,,1
10413194,dracula's collar,Collar obtained from Dracula. Can be used to craft equipment.,10406865.0,Crafting Material,0.0,999.0,,,1500.0,,,,1
10413195,dracula's fingernail,A fingernail obtained from Dracula. Can be used to craft equipment.,10406824.0,Crafting Material,0.0,999.0,,,1500.0,,,,1
10413196,fox tooth,The tooth of a fox. This is an item for COC Missions. It can be obtained from specific monsters or purchased from the COC.,10406799.0,Misc Material,0.0,999.0,,,180.0,360.0,1080.0,,1
10413197,glue,A common type of adhesive. This is an item for COC Missions. It can be obtained from specific monsters or purchased from the COC.,10403012.0,Crafting Material,0.0,999.0,,,150.0,300.0,900.0,,1
10413198,venom,"The venom of a monster, it should be used with caution. This is an item for COC Missions. It can be obtained from specific monsters or purchased from the COC.",10406831.0,Crafting Material,0.0,999.0,,,150.0,300.0,900.0,,1
10413199,mantis wing,The thin wing of a Mantis. This is an item for COC Missions. It can be obtained from specific monsters or purchased from the COC.,10406817.0,Misc Material,0.0,999.0,,,120.0,240.0,720.0,,1
10413200,smooth leather,It feels very smooth to the touch. This is an item for COC Missions. It can be obtained from specific monsters or purchased from the COC.,10413041.0,Misc Material,0.0,999.0,,,60.0,120.0,360.0,,1
10413201,obeaune's scale,The scale of an Obeaune. This is an item for COC Missions. It can be obtained from specific monsters or purchased from the COC.,10406580.0,Misc Material,0.0,999.0,,,180.0,360.0,1080.0,,1
10413202,offal,Animal offal. This is an item for COC Missions. It can be obtained from specific monsters or purchased from the COC.,10206003.0,Misc Material,0.0,999.0,,,120.0,240.0,720.0,,1
10413203,prankster heart,Smelting ingredient. Holds the spirit of pranking.,10217004.0,Smelting Material,0.0,999.0,,,240.0,480.0,1440.0,,1
10413204,fragrant cassia twig,"Gift item. Autumn's osmanthus branches and leaves. With their fresh, pleasant fragrance, they are most suitable for pairing with wine and creating a romantic atmosphere.",10413204.0,Misc Material,0.0,999.0,,,60.0,480.0,1440.0,,1
10413205,old weapon,Gift item. A weapon with a style that seems to precede Ragnarok. It is full of history and may or may not have a soul attached to it.,10413205.0,Misc Material,0.0,999.0,,,60.0,480.0,1440.0,,1
10413206,scarlet wine,"Gift item. Wine made from a mysterious fruit. It has a bright, blood-red color and an incredibly complex taste. It seems it would be perfect for a night of storytelling.",10413206.0,Misc Material,0.0,999.0,,,60.0,480.0,1440.0,,1
10413207,lost gold bracelet,Gift item. A somewhat old-looking bracelet made of pure gold and covered in gorgeous gemstones. It's unknown who left it behind.,10413207.0,Misc Material,0.0,999.0,,,60.0,480.0,1440.0,,1
10413208,maple sugar cake,Gift item. A maple-flavored cake that seems to be some chef's secret recipe. It tastes like pure bliss.,10413208.0,Misc Material,0.0,999.0,,,60.0,480.0,1440.0,,1
10413209,doll pendant,Gift item. A cute plush doll pendant. People can't help but smile at its cute expression. It's a healing gift that can bring happiness.,10413209.0,Misc Material,0.0,999.0,,,60.0,480.0,1440.0,,1
10413210,luminous scale,Gift item. Blue scales that glitter in the night. They seem to have come from some deep-sea fish.,10413210.0,Misc Material,0.0,999.0,,,60.0,480.0,1440.0,,1
10413211,coral crystal,Gift item. A white coral crystal from the seabed. It's said to emit a mysterious blue glow under the moonlight.,10413211.0,Misc Material,0.0,999.0,,,60.0,480.0,1440.0,,1
10413212,lost treasure,"Gift item. A treasure chest from an unknown ancient shipwreck, overgrown with seaweed. Its value is unknown.",10413212.0,Misc Material,0.0,999.0,,,60.0,480.0,1440.0,,1
10413213,lakebed pearl,"Gift item. High-quality pearls scattered at the bottom of the lake. They seem to have come not from natural clam shells, but from a treasure chest overturned by some nobles.",10413213.0,Misc Material,0.0,999.0,,,60.0,480.0,1440.0,,1
10413214,topaz,Gift item. A hard and warm yellow gemstone that becomes warm due to human body temperature. It's a kind of valuable decorative ore.,10413214.0,Misc Material,0.0,999.0,,,60.0,480.0,1440.0,,1
10413215,obsidian,Gift item. Ore formed by the sudden cooling of lava flowing out of a volcano. It is said the person who possesses it will never cry again. This crystal-clear black gem is also an indispensable accessory for fashionable people.,10413215.0,Misc Material,0.0,999.0,,,60.0,480.0,1440.0,,1
10413216,amethyst,Gift item. A mysterious gemstone that possesses a strong divination power. It is especially expensive due to its beautiful appearance and seems to be a must-have for those interested in the occult.,10413216.0,Misc Material,0.0,999.0,,,60.0,480.0,1440.0,,1
10413217,cosmic stone,"Gift item. A crystalline ore with a faint green luster. It is as hard as steel, and it is commonly used for decorative purposes due to its excellent brilliance.",10413217.0,Misc Material,0.0,999.0,,,60.0,480.0,1440.0,,1
10413218,refreshing dew,"Gift item. The dew of dawn taken from the leaves of plants deep in the forest. It is sweet, cool, and reminiscent of the nighttime summer breeze.",10413218.0,Misc Material,0.0,999.0,,,60.0,480.0,1440.0,,1
10413219,golden feather,"Gift item. A golden feather, with a faint luster of dark gold. It seems to come from some kind of legendary sacred bird, but no one has seen what it actually looks like.",10413219.0,Misc Material,0.0,999.0,,,60.0,480.0,1440.0,,1
10413220,magic waste,"Gift item. A decaying plant that exudes hidden magic power. Due to its decay, it is impossible to distinguish what it once was. It is often used to provide nutrients for new plants.",10413220.0,Misc Material,0.0,999.0,,,60.0,480.0,1440.0,,1
10413221,leaf bookmark,Gift item. These delicate green leaves are often used as bookmarks because they are so cute and light.,10413221.0,Misc Material,0.0,999.0,,,60.0,480.0,1440.0,,1
10413222,sad clown music box,"\""Flessi\"" is carved in the bottom of this antique music box, while the top has a sad clown wearing an over-the-top wig on it. Seemingly worn down over time, the paint is chipping off somewhat, and the brass winding mechanism has begun to rust a bit, making it no longer able to be wound up. Perhaps the only way you'll be able to understand the story behind it is by asking the music box's owner, Flessi. Once used, your fate will be mysteriously bound to Flessi's.",10413223.0,Uncategorized,0.0,999.0,,,60.0,480.0,1440.0,,1
10413223,crystal heart,"The continent of Midgard is home to the most precious of crystals. Legend states that it was formed before the destruction of Yggdrasil and was soaked in the power of its roots. It is perfectly clear and free of impurities, and it emits a colorful glow beneath the sunlight. The crystal merchant Sinclair is rumored to be searching everywhere for it. Once used, your fate will be mysteriously bound to Sinclair's.",10413222.0,Uncategorized,0.0,999.0,,,60.0,480.0,1440.0,,1
10413224,oliver wolf eyeball,"This translucent, clever-looking eye belonging to the Wolf King looks like a blue gem without careful inspection. Among Desert Wolf packs, whenever a Wolf King dies, the other wolves in their pack will remove the Wolf King's eyeball and pass it down as a vessel of strength. It's said to be a necessary material for crafting Oliver Wolf Headgear, and recently, Geffen's headgear merchant Ingael has issued a bounty in an attempt to get it. Once used, your fate will be mysteriously bound to Ingael's.",10413224.0,Uncategorized,0.0,999.0,,,60.0,480.0,1440.0,,1
10413226,super kart figure,"The figure of a race car from another world. It is said that in this other world, a race car is a super mount with speed comparable to using a Fly Wing.\nIt is rumored to be a beloved item of an adventurer from another world who is popular in Prontera. Give this to this adventurer to increase your Favor with him.",10413226.0,Misc Material,0.0,999.0,,,60.0,,,,1
10413227,magnificent sports car figure,The figure of a race car from another world. Its bright green body gives it a feeling of boundless energy that makes one unable to look away.\nIt is rumored to be a beloved item of an adventurer from another world who is popular in Prontera. Give this to this adventurer to increase your Favor with him,10413227.0,Misc Material,0.0,999.0,,,60.0,,,,1
10413228,f1 race car figure,The figure of a race car from another world. The exquisite appearance seems to hint that this race car from another world is a remarkable invention.\nIt is rumored to be a beloved item of an adventurer from another world who is popular in Prontera. Give this adventurer to increase your Favor with him,10413228.0,Misc Material,0.0,999.0,,,60.0,,,,1
10413229,meteor shard,"Part of a meteorite found in Sograt Desert. Emitting a faint reddish glow, it seems to contain a mysterious power. However, no one can say exactly what purpose it may serve. Rumor has it that Hollgrehenn, the greatest blacksmith in Prontera, is collecting meteorite fragments just like this one.",10413229.0,Uncategorized,0.0,999.0,,,60.0,480.0,1440.0,,1
10413230,dark lord's sharp bone,A sharp bone obtained from the Dark Lord. Can be used to craft equipment.,10413230.0,Crafting Material,0.0,999.0,,,1500.0,480.0,1440.0,,1
10413231,dark lord's demon sigil,A demon sigil obtained from the Dark Lord. Can be used to craft equipment.,10413231.0,Crafting Material,0.0,999.0,,,1500.0,480.0,1440.0,,1
10413232,dark lord's greed,Greed obtained from the Dark Lord. Can be used to craft equipment.,10413232.0,Crafting Material,0.0,999.0,,,1500.0,480.0,1440.0,,1
10413233,dark lord's gold jewelry,Gold jewelry obtained from the Dark Lord. Can be used to craft equipment.,10413233.0,Crafting Material,0.0,999.0,,,1500.0,480.0,1440.0,,1
10413234,dark lord's hatred,Hatred obtained from the Dark Lord. Can be used to craft equipment.,10413234.0,Crafting Material,0.0,999.0,,,1500.0,480.0,1440.0,,1
10413235,dark lord's corrupted breath,Corrupted breath obtained from the Dark Lord. Can be used to craft equipment.,10413235.0,Crafting Material,0.0,999.0,,,1500.0,480.0,1440.0,,1
10413236,bloodstained plate,A bloodstained plate with a foul stench.\nFishing bait. Used for fishing in Glast Heim.,10401008.0,Uncategorized,0.0,999.0,,,1800.0,3600.0,10800.0,,1
10413237,ornament ball fragment,"A shattered ornament ball that is of no use, yet still retains its bright color.\nFishing bait. Used for fishing in Glast Heim.",10209211.0,Uncategorized,0.0,999.0,,,1800.0,3600.0,10800.0,,1
10413238,tattered page,A tattered page from ancient tome. A glimmer of magic shines through the words.\nFishing bait. Used for fishing in Glast Heim.,10202002.0,Uncategorized,0.0,999.0,,,1800.0,3600.0,10800.0,,1
10413239,imperial cooking kit,Cooking kit reserved for the royals.\nUsed to cook Lv.9 food items.,10204084.0,Life Job Material,0.0,999.0,,,30000.0,60000.0,180000.0,,1
10413240,premium white medicine kit,A kit containing Advanced White Potions. Use it to obtain 100 Advanced White Potions.,10413240.0,Uncategorized,0.0,999.0,,,,1700.0,5100.0,,1
10413241,premium pvp white medicine kit,A kit containing Advanced White Potions (PVP). Use it to obtain 100 Advanced White Potions (PVP).,10413241.0,Uncategorized,0.0,999.0,,,,1700.0,5100.0,,1
10413242,silver bream,Cooking ingredient. Fresh sea bream that can be grilled for a simple yet tasty dish.,10413242.0,Fishing Material,0.0,999.0,,,2100.0,,,,1
10413243,salt crab,Cooking ingredient. A type of crab that crystallizes salt and spreads it across the surface of its body.,10413243.0,Fishing Material,0.0,999.0,,,2100.0,,,,1
10413244,lizard eel,Resembles both a lizard and an eel. Feeds on nutritious worms.\nSmelting material. Used to synthesize High Density Elunium.,10413244.0,Fishing Material,0.0,999.0,,,2100.0,,,,1
10413245,veiled shark,A fish that's good at concealing itself. Often hides beneath fine sand to lie in wait for scented prey.\nSmelting material. Used to synthesize High Density Oridecon.,10413245.0,Fishing Material,0.0,999.0,,,2100.0,,,,1
10413246,magnetic crystal,Ore found on the sea floor. Has a natural magnetic force and can attach itself to metal.\nSmelting material. Used to synthesize High Density Bradium.,10413246.0,Fishing Material,0.0,999.0,,,2100.0,,,,1
10413247,houndstooth sturgeon,A marine sturgeon with crisscrossing teeth. It sometimes uses debris or wood chips to sharpen its teeth.\nSmelting Material used to synthesize Phracon V.,10413247.0,Fishing Material,0.0,999.0,,,2100.0,,,,1
10413248,sugar marina,A large marina that is attracted to food with sugar.\nSmelting Material used to synthesize Carnium V.,10413248.0,Fishing Material,0.0,999.0,,,2100.0,,,,1
10413249,crow crab,"A group of scavenging crabs, often seen as ominous things.\nSmelting Material used to synthesize Bascyx V.",10413249.0,Fishing Material,0.0,999.0,,,2100.0,,,,1
10413250,rust striped fish,A fish with a dark brown pattern that looks like rust spots from afar.\nSmelting Material used to synthesize Protected Oridecon III.,10413250.0,Fishing Material,0.0,999.0,,,3150.0,,,,1
10413251,incense fish,"Sensitive to scented bait, hence the name.\nSmelting Material used to synthesize Protected Elunium III.",10413251.0,Fishing Material,0.0,999.0,,,3150.0,,,,1
10413252,sharp kiss fish,A small fish with a pointed mouth.\nSmelting Material used to synthesize Protected Bradium III.,10413252.0,Fishing Material,0.0,999.0,,,3150.0,,,,1
10413253,palette surgeonfish,Surgeonfish with a royal blue and bright yellow body. It seems to offer a pretty good taste too?,10413253.0,Fishing Material,0.0,999.0,,,2250.0,,,,1
10413254,box crab,Be careful not to hurt your toes by what may look like steamed buns on the beach! These box crabs are Comodo's signature creatures.,10413254.0,Fishing Material,0.0,999.0,,,2250.0,,,,1
10413255,striped beakfish,Precious species that are often caught because they are curious about everything.,10413255.0,Fishing Material,0.0,999.0,,,2250.0,,,,1
10413256,鬼鮟鱇,形貌奇丑的古老鱼种，发光的触角是它捕食的诱饵。,10413256.0,Fishing Material,0.0,999.0,,,2400.0,,,,1
10413257,巨针海胆,长满巨刺的海胆，即使被捉到也无从下口。,10413257.0,Fishing Material,0.0,999.0,,,2400.0,,,,1
10413258,魔骷鱼,一点肉都没有的鱼类，或许可以煲出美味的鱼汤。,10413258.0,Fishing Material,0.0,999.0,,,2400.0,,,,1
10413259,角鳝,头部生有尖角的细鳞鱼，在漆黑的洞穴中生活。,10413259.0,Fishing Material,0.0,999.0,,,2400.0,,,,1
10413260,泥刺螺,栖息在水底淤泥的硬壳螺，壳上带有弯曲的刺状物。,10413260.0,Fishing Material,0.0,999.0,,,2400.0,,,,1
10413261,巨壳龟,咬合力极强的外来物种，有一定攻击性。,10413261.0,Fishing Material,0.0,999.0,,,2400.0,,,,1
10413262,甲虫内脏,外形扭曲的腥臭饵料，上面还有未干的甲虫体液。\n鱼饵，可在汶巴拉的钓鱼点使用。,10413262.0,Uncategorized,0.0,999.0,,,2100.0,4200.0,12600.0,,1
10413263,毛绒线团,用生物纤维织成的毛线团，遇水会膨胀。\n鱼饵，可在汶巴拉的钓鱼点使用。,10413263.0,Uncategorized,0.0,999.0,,,2100.0,4200.0,12600.0,,1
10413264,腐烂肉块,从病变的生物尸体上割下，勉强保留“肉”的形状。\n鱼饵，可在汶巴拉的钓鱼点使用。,10413264.0,Uncategorized,0.0,999.0,,,2100.0,4200.0,12600.0,,1
10415001,strelitzia,"Cooking ingredient shaped like a crane. The flower is a symbol of longing for a lover, regardless of where or when.",10415001.0,Gardening Material,0.0,999.0,,,225.0,,,,1
10415002,udumbara,"Cooking ingredient. This flower is very rare and extremely difficult to come across, but somehow it blooms like a weed somewhere on Comodo.",10415002.0,Gardening Material,0.0,999.0,,,225.0,,,,1
10415003,evening primrose,Cooking ingredient. It can well adapt to the sandy environment of Comodo and is a very nutritious plant.,10415003.0,Gardening Material,0.0,999.0,,,225.0,,,,1
10415004,hyacinth,A violet flower that is highly ornamental. It has a variety of usage and is easy to grow.\nSmelting material. It can be used to synthesize Enchantment Stones of Comodo.,10415004.0,Gardening Material,0.0,999.0,,,2250.0,,,,1
10415005,speedwell,"A flower that blooms on grass branches that look like wolf tails, as if a sword that slashes monsters.\nSmelting material. It can be used to synthesize Enchantment Stones of Comodo.",10415005.0,Gardening Material,0.0,999.0,,,2250.0,,,,1
10415006,flame iris,The Comodo residents describe it as a flame that leaped and danced in the wind.\nSmelting material. It can be used to synthesize Enchantment Stones of Comodo.,10415006.0,Gardening Material,0.0,999.0,,,2250.0,,,,1
10415007,灰色药草,拥有特殊香气且能让人精神饱满的灰色药草。,10415007.0,Gardening Material,0.0,999.0,,,240.0,480.0,1440.0,,1
